lesson,order_in_lesson,kanji,keyword,slug,v1_concept_summary,v2Concept,subjectType,humanPresence,narrativeStrength,emotionalTone,colorWeight,atmosphere,galleryPriority
12,3,相,mutual,mutual,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «mutual»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 相 only if carved, cast, or woven into the scene.",mixed,implied,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",transition
12,4,机,desk,desk,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «desk»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 机 only if carved, cast, or woven into the scene.",landscape,none,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",supporting
12,5,本,book,book,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Open book on windowsill, breeze lifting a corner — words implied, world outside in soft focus.",still_life,secondary,implied,scholarly calm,restrained,"lamp pool, parchment cream",supporting
12,6,札,tag,tag,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «tag»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 札 only if carved, cast, or woven into the scene.",human,secondary,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",supporting
12,7,暦,calendar,calendar,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «calendar»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 暦 only if carved, cast, or woven into the scene.",human,secondary,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",hero
12,8,案,plan,plan,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «plan»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 案 only if carved, cast, or woven into the scene.",human,secondary,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",supporting
12,9,燥,parch,parch,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «parch»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 燥 only if carved, cast, or woven into the scene.",landscape,none,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",supporting
12,10,未,not_yet,not_yet,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «not_yet»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 未 only if carved, cast, or woven into the scene.",landscape,none,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",feature
12,11,末,extremity,extremity,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «extremity»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 末 only if carved, cast, or woven into the scene.",landscape,none,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",supporting
12,12,昧,obscure,obscure,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «obscure»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 昧 only if carved, cast, or woven into the scene.",still_life,none,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",supporting
12,13,沫,splash,splash,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «splash»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 沫 only if carved, cast, or woven into the scene.",still_life,none,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",supporting
12,14,味,flavor,flavor,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «flavor»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 味 only if carved, cast, or woven into the scene.",still_life,none,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",supporting
12,15,妹,younger_sister,younger_sister,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «younger_sister»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 妹 only if carved, cast, or woven into the scene.",human,secondary,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",supporting
12,16,朱,vermilion,vermilion,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «vermilion»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 朱 only if carved, cast, or woven into the scene.",still_life,none,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",supporting
12,17,株,stocks,stocks,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «stocks»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 株 only if carved, cast, or woven into the scene.",landscape,none,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",supporting
12,18,若,young,young,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «young»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 若 only if carved, cast, or woven into the scene.",human,secondary,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",feature
12,19,草,grass,grass,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Planting or harvest moment: hands near soil, seedling or leaf backlit — growth as narrative, not botany slide.",landscape,secondary,implied,grounded life,moderate,"green depth, gold rim light",feature
12,20,苦,suffering,suffering,V1 KML-IMPR: study illustration tied to lesson palette and verse mood.,"Gallery still for «suffering»: a compelling real-world subject — figure, object, or weather — in warm red and orange with ivory strokes; impressionistic realism; moment from a larger story; kanji 苦 only if carved, cast, or woven into the scene.",mixed,implied,implied,"reflective, bittersweet",moderate,"reflective, bittersweet; exhibition depth",hero
13,1,苛,bullying,bullying,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «bullying»: a compelling real-world subject — figure, object, or weather — in turquoise and weathered gold; impressionistic realism; moment from a larger story; kanji 苛 only if carved, cast, or woven into the scene.",mixed,implied,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",transition
13,2,寛,tolerant,tolerant,V1 KML-WASH: study illustration tied to lesson palette and verse mood.,"Gallery still for «tolerant»: a compelling real-world subject — figure, object, or weather — in turquoise and weathered gold; impressionistic realism; moment from a larger story; kanji 寛 only if carved, cast, or woven into the scene.",still_life,none,implied,"grounded, tactile, living world",moderate,"grounded, tactile, living world; exhibition depth",transition
