kanji,slug,prompt
奨,exhort,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
采,grab,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
採,pick,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
菜,vegetable,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
受,accept,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
授,instruct,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
愛,love,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
曖,unclear,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
払,pay,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
広,wide,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
勾,capture,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
拡,broaden,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鉱,mineral,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
弁,valve,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
雄,male,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
台,pedestal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
怠,neglect,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
治,reign,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
冶,metallurgy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
始,commence,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
胎,womb,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
窓,window,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
去,leave,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
法,method,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
会,meeting,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
至,climax,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
室,room,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
到,arrival,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
致,bring_about,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
互,mutually,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
棄,abandon,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
育,nurture,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
撤,remove,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
充,allot,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
銃,gun,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
硫,sulfur,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
流,current,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
允,makoto,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
唆,tempt,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
出,exit,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
山,mountain,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
拙,bungling,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
岩,boulder,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
炭,charcoal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
岐,branch_off,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
峠,mountain_pass,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
崩,crumble,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
密,secrecy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蜜,honey,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
嵐,storm,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
崎,promontory,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
崖,cliff,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
入,enter,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
込,crowded,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
分,part,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
貧,poverty,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
頒,partition,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
公,public,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
松,pine_tree,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
翁,elderly_man,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
訟,litigation,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
谷,valley,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
浴,bathe,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
容,contain,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
溶,melt,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
欲,longing,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
裕,abundant,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鉛,lead,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
沿,run_alongside,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
賞,prize,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
党,political_party,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
堂,public_hall,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
常,usual,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
裳,robe,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
掌,manipulate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
皮,pelt,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
波,waves,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
婆,old_woman,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
披,reveal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
破,rend,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
被,incur,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
残,remainder,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
殉,martyrdom,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
殊,particularly,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
殖,augment,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
列,file,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
裂,split,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
烈,ardent,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
死,death,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
葬,burial,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
瞬,wink,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
耳,ear,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
取,take,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
趣,gist,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
最,utmost,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
撮,snapshot,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
恥,shame,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
職,employment,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
聖,holy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
敢,daring,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
聴,listen,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
懐,pocket,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
慢,ridicule,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
漫,cartoon,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
買,buy,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
置,placement,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
罰,penalty,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
寧,rather,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
濁,voiced,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
環,ring,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
還,send_back,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
夫,husband,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
扶,support,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
渓,mountain_stream,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
規,standard,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
替,exchange,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
賛,approve,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
潜,submerge,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
失,lose,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鉄,iron,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
迭,transfer,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
臣,retainer,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
姫,princess,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蔵,storehouse,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
臓,entrails,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
賢,intelligent,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
腎,kidney,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
堅,strict,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
臨,look_to,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
覧,perusal,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
巨,gigantic,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
拒,repel,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
力,power,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
男,man,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
労,labor,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
募,recruit,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
劣,inferiority,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
功,achievement,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
勧,persuade,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
努,toil,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
勃,uprising,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
励,encourage,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
加,add,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
賀,congratulations,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
架,rack,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
脇,armpit,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
脅,threaten,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
協,cooperation,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
行,going,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
律,law,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
復,restore,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
得,acquire,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
