kanji,slug,keyword,prompt
営,occupation,occupation,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of occupation, simple abstract form"
善,virtuous,virtuous,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of virtuous, simple abstract form"
膳,dining_tray,dining_tray,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dining_tray, simple abstract form"
年,year,year,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of year, simple abstract form"
夜,night,night,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of night, simple abstract form"
液,fluid,fluid,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of fluid, simple abstract form"
塚,hillock,hillock,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hillock, simple abstract form"
幣,cash,cash,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of cash, simple abstract form"
蔽,cover_over,cover_over,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of cover_over, simple abstract form"
弊,abuse,abuse,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of abuse, simple abstract form"
喚,yell,yell,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of yell, simple abstract form"
換,interchange,interchange,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of interchange, simple abstract form"
融,dissolve,dissolve,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dissolve, simple abstract form"
施,alms,alms,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of alms, simple abstract form"
旋,rotation,rotation,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of rotation, simple abstract form"
遊,play,play,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of play, simple abstract form"
旅,trip,trip,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of trip, simple abstract form"
勿,must_not,must_not,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of must_not, simple abstract form"
物,thing,thing,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of thing, simple abstract form"
易,easy,easy,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of easy, simple abstract form"
賜,grant,grant,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grant, simple abstract form"
尿,urine,urine,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of urine, simple abstract form"
尼,nun,nun,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of nun, simple abstract form"
尻,buttocks,buttocks,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of buttocks, simple abstract form"
泥,mud,mud,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mud, simple abstract form"
塀,brick_wall,brick_wall,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of brick_wall, simple abstract form"
履,footgear,footgear,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of footgear, simple abstract form"
屋,roof,roof,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of roof, simple abstract form"
握,grip,grip,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grip, simple abstract form"
屈,yield,yield,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of yield, simple abstract form"
掘,dig,dig,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dig, simple abstract form"
堀,ditch,ditch,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ditch, simple abstract form"
居,reside,reside,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of reside, simple abstract form"
据,set,set,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of set, simple abstract form"
裾,hem,hem,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hem, simple abstract form"
層,stratum,stratum,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of stratum, simple abstract form"
局,bureau,bureau,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bureau, simple abstract form"
遅,slow,slow,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of slow, simple abstract form"
漏,leak,leak,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of leak, simple abstract form"
刷,printing,printing,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of printing, simple abstract form"
尺,shaku,shaku,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of shaku, simple abstract form"
尽,exhaust,exhaust,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of exhaust, simple abstract form"
沢,swamp,swamp,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of swamp, simple abstract form"
訳,translate,translate,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of translate, simple abstract form"
択,choose,choose,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of choose, simple abstract form"
昼,daytime,daytime,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of daytime, simple abstract form"
戸,door,door,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of door, simple abstract form"
肩,shoulder,shoulder,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of shoulder, simple abstract form"
房,tassel,tassel,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tassel, simple abstract form"
扇,fan,fan,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of fan, simple abstract form"
炉,hearth,hearth,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of hearth, simple abstract form"
戻,revert,revert,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of revert, simple abstract form"
涙,tears,tears,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tears, simple abstract form"
雇,employ,employ,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of employ, simple abstract form"
顧,look_back,look_back,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of look_back, simple abstract form"
啓,disclose,disclose,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of disclose, simple abstract form"
示,indicate,indicate,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of indicate, simple abstract form"
